id_client;id_vehicle;id_year;id_claim;claim_nb;claim_amount
A00024666;V01;Year 0;CL01;1;amount= 1240.89
A00054063;V01;Year 0;CL01;1;amount= 178.99
A00076857;V01;Year 0;CL01;1;amount= 508.2
A00087798;V02;Year 0;CL01;1;amount= 542.7
A00116003;V01;Year 0;CL01;1;amount= 5087.17
A00006352;V01;Year 0;CL01;1;amount= 1334.07
A00009869;V01;Year 0;CL01;1;amount= 180.03
A00045101;V01;Year 0;CL01;1;amount= 3350.99
A00002499;V01;Year 0;CL01;1;amount= 2204.95
A00058636;V01;Year 0;CL01;1;amount= 160.16
A00056044;V01;Year 0;CL01;1;amount= 3562.33
A00070461;V01;Year 0;CL01;1;amount= 81.41
A00082979;V01;Year 0;CL03;1;amount= 219.94
A00067476;V01;Year 0;CL02;1;amount= 259.53
A00010505;V01;Year 0;CL02;1;amount= 0
A00036862;V01;Year 0;CL01;1;amount= 78
A00072909;V01;Year 0;CL01;1;amount= 426.24
A00015940;V02;Year 0;CL01;1;amount= 3297.43
A00056593;V01;Year 0;CL01;1;amount= 1236
A00033358;V01;Year 0;CL01;1;amount= 244.78
A00072645;V01;Year 0;CL01;1;amount= 82.02
A00073840;V01;Year 0;CL02;1;amount= 2683.76
A00058036;V01;Year 0;CL01;1;amount= 294.86
A00081355;V01;Year 0;CL03;1;amount= 1236
A00085014;V01;Year 0;CL01;1;amount= 1236
A00060187;V01;Year 0;CL01;1;amount= 286.98
A00007053;V02;Year 0;CL01;1;amount= 1236
A00039986;V01;Year 0;CL02;1;amount= 3411.86
A00015260;V01;Year 0;CL01;1;amount= -350.87
A00008691;V01;Year 0;CL01;1;amount= 1844.59
A00054301;V01;Year 0;CL01;1;amount= 463.22
A00015881;V01;Year 0;CL01;1;amount= 320.66
A00019033;V01;Year 0;CL01;1;amount= 130.11
A00075758;V01;Year 0;CL01;1;amount= 577.01
A00006531;V01;Year 0;CL01;1;amount= 130.11
A00054560;V01;Year 0;CL01;1;amount= 3288.46
A00158751;V01;Year 0;CL01;1;amount= 1177.68
A00081355;V01;Year 0;CL02;1;amount= 497.81
A00072686;V01;Year 0;CL01;1;amount= 322.16
A00023174;V01;Year 0;CL03;1;amount= 0
A00042498;V01;Year 0;CL01;1;amount= 1692.61
A00039883;V01;Year 0;CL01;1;amount= 2443.38
A00041891;V01;Year 0;CL01;1;amount= 413.78
A00026270;V02;Year 0;CL01;1;amount= 2583.67
A00028276;V01;Year 0;CL01;1;amount= -691.49
A00035763;V01;Year 0;CL01;1;amount= 1102.5
A00075806;V01;Year 0;CL01;1;amount= 1778.37
A00019070;V01;Year 0;CL02;1;amount= 1024.14
A00039619;V01;Year 0;CL01;1;amount= -620.76
A00001566;V01;Year 0;CL01;1;amount= 1700.13
A00012624;V01;Year 0;CL01;1;amount= 1945
A00063437;V01;Year 0;CL01;1;amount= -152.29
A00075902;V01;Year 0;CL01;1;amount= 1236
A00065655;V01;Year 0;CL01;1;amount= -824.08
A00062061;V01;Year 0;CL01;1;amount= 400.36
A00002954;V01;Year 0;CL01;1;amount= 392.42
A00013769;V01;Year 0;CL01;1;amount= 1868.12
A00029691;V01;Year 0;CL02;1;amount= 1676.72
A00008662;V01;Year 0;CL02;1;amount= 1010.41
A00060175;V01;Year 0;CL01;1;amount= 1236
A00034677;V01;Year 0;CL01;1;amount= 60.29
A00004937;V01;Year 0;CL01;1;amount= 130.11
A00017297;V01;Year 0;CL01;1;amount= 423.66
A00034639;V01;Year 0;CL01;1;amount= 587.85
A00045507;V01;Year 0;CL02;1;amount= 1182.52
A00091457;V01;Year 0;CL01;1;amount= 1236
A00087782;V01;Year 0;CL01;1;amount= 200.47
A00063356;V01;Year 0;CL01;1;amount= 2869.68
A00073366;V01;Year 0;CL01;1;amount= 1059.06
A00022546;V01;Year 0;CL01;1;amount= 204.72
A00087910;V01;Year 0;CL01;1;amount= 1010.41
A00082925;V01;Year 0;CL01;1;amount= 143.44
A00061523;V01;Year 0;CL01;1;amount= 2464.23
A00012918;V01;Year 0;CL02;1;amount= 696.5
A00084596;V01;Year 0;CL01;1;amount= 310.27
A00076484;V01;Year 0;CL01;1;amount= 727.52
A00013124;V02;Year 0;CL01;1;amount= 2214.83
A00019100;V01;Year 0;CL01;1;amount= 1240.89
A00022933;V02;Year 0;CL01;1;amount= 1171.62
A00061325;V01;Year 0;CL01;1;amount= 2615.07
A00050913;V01;Year 0;CL01;1;amount= 1839.29
A00088248;V01;Year 0;CL01;1;amount= 75.88
A00042901;V01;Year 0;CL01;1;amount= 379.98
A00075575;V01;Year 0;CL01;1;amount= 0
A00071334;V01;Year 0;CL01;1;amount= 923.51
A00053972;V01;Year 0;CL01;1;amount= 392.38
A00044186;V01;Year 0;CL01;1;amount= 0
A00073213;V01;Year 0;CL02;1;amount= 178.14
A00018282;V01;Year 0;CL01;1;amount= 337.43
A00056001;V01;Year 0;CL01;1;amount= 5494.58
A00044317;V01;Year 0;CL01;1;amount= 23.16
A00002269;V01;Year 0;CL01;1;amount= 0
A00073322;V01;Year 0;CL01;1;amount= 697.74
A00004843;V01;Year 0;CL01;1;amount= 75.88
A00045594;V01;Year 0;CL01;1;amount= 2316.71
A00088025;V01;Year 0;CL01;1;amount= 379.76
A00052657;V01;Year 0;CL02;1;amount= 183.92
A00037310;V01;Year 0;CL01;1;amount= 107.64
A00007244;V01;Year 0;CL01;1;amount= 1663.56
A00032928;V01;Year 0;CL01;1;amount= 1010.41
A00013114;V01;Year 0;CL01;1;amount= 142.34
A00083001;V01;Year 0;CL03;1;amount= 268.31
A00044541;V01;Year 0;CL01;1;amount= 849.59
A00084343;V01;Year 0;CL01;1;amount= 472.66
A00018432;V01;Year 0;CL01;1;amount= 273.59
A00023772;V01;Year 0;CL01;1;amount= 1347.93
A00055671;V01;Year 0;CL01;1;amount= -831.1
A00064731;V01;Year 0;CL01;1;amount= 0
A00063379;V01;Year 0;CL01;1;amount= 618.29
A00042227;V01;Year 0;CL02;1;amount= 101.35
A00019093;V02;Year 0;CL01;1;amount= 275
A00072466;V01;Year 0;CL01;1;amount= 0
A00054430;V01;Year 0;CL01;1;amount= 98.33
A00043232;V01;Year 0;CL01;1;amount= 637.91
A00033454;V02;Year 0;CL02;1;amount= 349.07
A00026270;V02;Year 0;CL02;1;amount= 0
A00088707;V01;Year 0;CL01;1;amount= 23.92
A00025100;V01;Year 0;CL01;1;amount= 0
A00045144;V02;Year 0;CL01;1;amount= 755.27
A00070804;V01;Year 0;CL01;1;amount= 2323.95
A00030368;V01;Year 0;CL01;1;amount= 1902.24
A00001450;V01;Year 0;CL01;1;amount= 520.47
A00045746;V01;Year 0;CL01;1;amount= 82.32
A00046206;V01;Year 0;CL02;1;amount= -727.57
A00033414;V01;Year 0;CL01;1;amount= 588.85
A00046500;V01;Year 0;CL01;1;amount= 375.14
A00051368;V01;Year 0;CL01;1;amount= 164.3
A00046872;V01;Year 0;CL01;1;amount= 120
A00086659;V01;Year 0;CL01;1;amount= 1010.41
A00031628;V01;Year 0;CL01;1;amount= 0.2
A00085239;V01;Year 0;CL01;1;amount= 250.96
A00023157;V01;Year 0;CL01;1;amount= 0
A00058291;V01;Year 0;CL01;1;amount= 1582.82
A00013072;V01;Year 0;CL01;1;amount= 750.91
A00075035;V01;Year 0;CL01;1;amount= 287.44
A00062314;V01;Year 0;CL01;1;amount= 618
A00069909;V01;Year 0;CL01;1;amount= 517.96
A00031571;V01;Year 0;CL01;1;amount= 467.72
A00055258;V01;Year 0;CL01;1;amount= 3390.93
A00048257;V01;Year 0;CL02;1;amount= 450.02
A00015689;V02;Year 0;CL01;1;amount= 130.11
A00005768;V01;Year 0;CL01;1;amount= -83.12
A00069420;V01;Year 0;CL01;1;amount= 326.94
A00070055;V01;Year 0;CL01;1;amount= 110.98
A00086962;V01;Year 0;CL01;1;amount= 60.29
A00006335;V01;Year 0;CL01;1;amount= 3584.26
A00002297;V01;Year 0;CL01;1;amount= 901.59
A00051040;V01;Year 0;CL02;1;amount= 101.66
A00019829;V01;Year 0;CL01;1;amount= 259.78
A00083747;V01;Year 0;CL01;1;amount= 757.58
A00026464;V01;Year 0;CL01;1;amount= -761
A00000466;V01;Year 0;CL01;1;amount= 1010.41
A00051534;V01;Year 0;CL01;1;amount= 0
A00086020;V01;Year 0;CL02;1;amount= 1473.69
A00037770;V02;Year 0;CL01;1;amount= 368.72
A00038848;V01;Year 0;CL01;1;amount= 97.59
A00047933;V01;Year 0;CL01;1;amount= 271.13
A00002205;V01;Year 0;CL01;1;amount= 1236
A00002998;V01;Year 0;CL01;1;amount= 297.84
A00054078;V01;Year 0;CL01;1;amount= 563.01
A00083573;V01;Year 0;CL01;1;amount= 178.12
A00062293;V01;Year 0;CL01;1;amount= 2086.97
A00044839;V01;Year 0;CL01;1;amount= 175.9
A00021590;V01;Year 0;CL01;1;amount= 433.51
A00036040;V01;Year 0;CL01;1;amount= -242.37
A00052491;V01;Year 0;CL01;1;amount= 130.11
A00034981;V02;Year 0;CL01;1;amount= 0
A00044003;V01;Year 0;CL01;1;amount= 1010.41
A00028626;V01;Year 0;CL01;1;amount= 259.44
A00055123;V01;Year 0;CL01;1;amount= 1236
A00036380;V01;Year 0;CL01;1;amount= 476
A00003023;V01;Year 0;CL02;1;amount= 1507.85
A00010554;V01;Year 0;CL01;1;amount= 1236
A00054443;V01;Year 0;CL01;1;amount= 152.78
A00051858;V01;Year 0;CL01;1;amount= 136.37
A00090153;V01;Year 0;CL01;1;amount= 967.46
A00049557;V01;Year 0;CL01;1;amount= -115.72
A00073754;V01;Year 0;CL01;1;amount= -722.85
A00041400;V01;Year 0;CL01;1;amount= 262.5
A00079792;V01;Year 0;CL01;1;amount= 526.85
A00082870;V01;Year 0;CL01;1;amount= 342.41
A00055258;V01;Year 0;CL02;1;amount= 1236
A00028472;V01;Year 0;CL01;1;amount= 2122.76
A00064482;V01;Year 0;CL01;1;amount= 82.32
A00015984;V01;Year 0;CL01;1;amount= 85
A00006359;V01;Year 0;CL01;1;amount= 106.14
A00090516;V01;Year 0;CL01;1;amount= 616.17
A00047199;V01;Year 0;CL01;1;amount= 3610.75
A00076727;V01;Year 0;CL01;1;amount= 701.32
A00017119;V01;Year 0;CL01;1;amount= 103.59
A00039179;V01;Year 0;CL01;1;amount= 1343.41
A00001031;V01;Year 0;CL01;1;amount= 480.97
A00025730;V01;Year 0;CL01;1;amount= 1105.69
A00028492;V01;Year 0;CL01;1;amount= 190.44
A00001227;V01;Year 0;CL01;1;amount= 1236
A00142357;V01;Year 0;CL01;1;amount= 168.54
A00072644;V01;Year 0;CL01;1;amount= 1860.92
A00103098;V01;Year 0;CL01;1;amount= 1707.85
A00089015;V01;Year 0;CL01;1;amount= 106.14
A00054772;V01;Year 0;CL01;1;amount= -904.6
A00075711;V01;Year 0;CL02;1;amount= 1010.41
A00052065;V02;Year 0;CL01;1;amount= 130.11
A00047346;V02;Year 0;CL01;1;amount= 547.77
A00029281;V01;Year 0;CL01;1;amount= 3985.64
A00040951;V01;Year 0;CL01;1;amount= 3521.13
A00020066;V01;Year 0;CL01;1;amount= 514.34
A00031925;V01;Year 0;CL01;1;amount= 468.22
A00090273;V01;Year 0;CL01;1;amount= -539.62
A00011705;V01;Year 0;CL01;1;amount= 662.17
A00179667;V01;Year 0;CL01;1;amount= 56.19
A00078624;V01;Year 0;CL01;1;amount= 126.97
A00001668;V01;Year 0;CL01;1;amount= 1953.92
A00075641;V01;Year 0;CL01;1;amount= 457.35
A00015680;V01;Year 0;CL01;1;amount= 725.5
A00003491;V01;Year 0;CL02;1;amount= 56.19
A00062964;V01;Year 0;CL01;1;amount= 549.28
A00035777;V01;Year 0;CL01;1;amount= 2186.42
A00051691;V01;Year 0;CL01;1;amount= -620.75
A00020803;V01;Year 0;CL01;1;amount= 317.92
A00064117;V01;Year 0;CL01;1;amount= 336.88
A00079624;V01;Year 0;CL02;1;amount= 1236
A00055991;V01;Year 0;CL02;1;amount= 1454.57
A00024950;V01;Year 0;CL01;1;amount= 402.71
A00010692;V02;Year 0;CL01;1;amount= 3288.46
A00087540;V01;Year 0;CL01;1;amount= 1082.66
A00090321;V01;Year 0;CL01;1;amount= 321.37
A00064444;V01;Year 0;CL01;1;amount= 764.52
A00072520;V01;Year 0;CL01;1;amount= 447.1
A00005657;V01;Year 0;CL01;1;amount= 0
A00082876;V01;Year 0;CL01;1;amount= 426.48
A00041085;V02;Year 0;CL01;1;amount= 588.2
A00074404;V01;Year 0;CL01;1;amount= 2275.2
A00053095;V01;Year 0;CL01;1;amount= 3093.44
A00018903;V01;Year 0;CL01;1;amount= 983.59
A00023486;V01;Year 0;CL01;1;amount= -99.86
A00083144;V01;Year 0;CL01;1;amount= 145.69
A00057224;V01;Year 0;CL01;1;amount= 91.36
A00053458;V01;Year 0;CL01;1;amount= 557.02
A00040790;V01;Year 0;CL01;1;amount= 1352.58
A00014151;V01;Year 0;CL01;1;amount= 1511.79
A00045264;V01;Year 0;CL01;1;amount= 115.29
A00091091;V01;Year 0;CL01;1;amount= 106.14
A00089774;V01;Year 0;CL01;1;amount= 488.65
A00043299;V01;Year 0;CL01;1;amount= 1138.17
A00071644;V01;Year 0;CL01;1;amount= 1236
A00054048;V01;Year 0;CL01;1;amount= 1260.88
A00009376;V01;Year 0;CL01;1;amount= 3479.29
A00033335;V01;Year 0;CL01;1;amount= 0
A00061861;V01;Year 0;CL01;1;amount= 933.44
A00070202;V01;Year 0;CL01;1;amount= 2142.13
A00048293;V01;Year 0;CL01;1;amount= 987.65
A00027968;V01;Year 0;CL01;1;amount= 644.43
A00089029;V01;Year 0;CL01;1;amount= -694
A00084231;V01;Year 0;CL01;1;amount= 1236
A00076922;V01;Year 0;CL01;1;amount= 697.26
A00059623;V01;Year 0;CL01;1;amount= 124.68
A00158889;V01;Year 0;CL01;1;amount= 106.14
A00090190;V01;Year 0;CL01;1;amount= 543.94
A00055258;V01;Year 0;CL03;1;amount= 1236
A00019349;V01;Year 0;CL01;1;amount= 2570.16
A00030243;V02;Year 0;CL01;1;amount= 0
A00066233;V01;Year 0;CL01;1;amount= 1236
A00081865;V01;Year 0;CL01;1;amount= 1236
A00027770;V01;Year 0;CL01;1;amount= -800.52
A00051431;V01;Year 0;CL01;1;amount= 83.72
A00056201;V01;Year 0;CL01;1;amount= 205.69
A00037300;V01;Year 0;CL03;1;amount= 192.6
A00048283;V01;Year 0;CL01;1;amount= 3825.12
A00048419;V01;Year 0;CL02;1;amount= 898.87
A00024849;V01;Year 0;CL01;1;amount= 581.54
A00081978;V01;Year 0;CL01;1;amount= 1308.78
A00058104;V01;Year 0;CL02;1;amount= 1236
A00004305;V01;Year 0;CL01;1;amount= 5000.88
A00056417;V01;Year 0;CL01;1;amount= 885.91
A00082822;V01;Year 0;CL01;1;amount= 113.46
A00019856;V01;Year 0;CL01;1;amount= -763.99
A00063344;V01;Year 0;CL01;1;amount= 6083.5
A00016616;V01;Year 0;CL02;1;amount= 475.92
A00040327;V01;Year 0;CL01;1;amount= 1695.56
A00056014;V01;Year 0;CL02;1;amount= 1098.99
A00062450;V01;Year 0;CL02;1;amount= 146.67
A00088100;V01;Year 0;CL01;1;amount= -773.67
A00073705;V01;Year 0;CL01;1;amount= 1715.71
A00016752;V01;Year 0;CL01;1;amount= 4865.71
A00012678;V01;Year 0;CL01;1;amount= 78.02
A00037459;V01;Year 0;CL01;1;amount= -867.25
A00020250;V01;Year 0;CL01;1;amount= 11.86
A00039857;V01;Year 0;CL01;1;amount= 1236
A00035774;V01;Year 0;CL01;1;amount= -940.15
A00081382;V01;Year 0;CL01;1;amount= 0
A00026953;V01;Year 0;CL01;1;amount= 1167.9
A00046202;V01;Year 0;CL01;1;amount= 22.48
A00012735;V01;Year 0;CL01;1;amount= 599.43
A00006582;V01;Year 0;CL01;1;amount= 1003.55
A00057225;V01;Year 0;CL01;1;amount= -581.1
A00089799;V01;Year 0;CL01;1;amount= 467.95
A00053023;V01;Year 0;CL01;1;amount= 474.16
A00016291;V01;Year 0;CL01;1;amount= 52.33
A00050166;V01;Year 0;CL01;1;amount= 80.09
A00010724;V01;Year 0;CL01;1;amount= 172.71
A00071908;V01;Year 0;CL01;1;amount= 85
A00007813;V01;Year 0;CL01;1;amount= 1010.41
A00037140;V01;Year 0;CL01;1;amount= 388.47
A00026879;V01;Year 0;CL01;1;amount= -4.14
A00011925;V01;Year 0;CL02;1;amount= 123.65
A00035857;V01;Year 0;CL01;1;amount= 451.14
A00068092;V01;Year 0;CL01;1;amount= 1023.41
A00018228;V01;Year 0;CL03;1;amount= 122.68
A00016469;V01;Year 0;CL01;1;amount= 366.41
A00012151;V01;Year 0;CL04;1;amount= 413.2
A00089792;V01;Year 0;CL01;1;amount= 125.98
A00005277;V01;Year 0;CL03;1;amount= -394.92
A00017983;V01;Year 0;CL01;1;amount= 532.36
A00019436;V01;Year 0;CL01;1;amount= -1.65
A00080040;V01;Year 0;CL02;1;amount= 310.79
A00032369;V01;Year 0;CL01;1;amount= 2377.98
A00067660;V01;Year 0;CL01;1;amount= 1236
A00040198;V01;Year 0;CL01;1;amount= 1236
A00081936;V01;Year 0;CL01;1;amount= 472.45
A00062271;V02;Year 0;CL01;1;amount= 397.97
A00036354;V01;Year 0;CL01;1;amount= 476.04
A00071351;V01;Year 0;CL01;1;amount= 159.76
A00023544;V01;Year 0;CL01;1;amount= 890.78
A00074177;V01;Year 0;CL01;1;amount= 269.04
A00068540;V01;Year 0;CL01;1;amount= 2674.49
A00049365;V01;Year 0;CL01;1;amount= -961.33
A00058496;V01;Year 0;CL01;1;amount= 754.16
A00022138;V01;Year 0;CL01;1;amount= 1266.66
A00027954;V01;Year 0;CL03;1;amount= 1176.38
A00015737;V01;Year 0;CL01;1;amount= 1236
A00036251;V02;Year 0;CL01;1;amount= 2549.54
A00005894;V01;Year 0;CL01;1;amount= 130.11
A00059174;V01;Year 0;CL01;1;amount= 134.75
A00040522;V01;Year 0;CL01;1;amount= 22.33
A00162945;V02;Year 0;CL01;1;amount= 122.55
A00022620;V01;Year 0;CL01;1;amount= 106.14
A00027446;V01;Year 0;CL01;1;amount= 539.79
A00005894;V01;Year 0;CL02;1;amount= 1473.44
A00060944;V01;Year 0;CL01;1;amount= 160.61
A00043350;V01;Year 0;CL01;1;amount= 506.25
A00077239;V01;Year 0;CL01;1;amount= 527.19
A00026853;V01;Year 0;CL01;1;amount= 1285.7
A00046879;V01;Year 0;CL01;1;amount= 1236
A00069417;V01;Year 0;CL01;1;amount= 131.06
A00064704;V01;Year 0;CL01;1;amount= 5900.83
A00003098;V01;Year 0;CL01;1;amount= 1707.85
A00076911;V01;Year 0;CL01;1;amount= 494.04
A00004960;V01;Year 0;CL01;1;amount= 1083.89
A00085896;V01;Year 0;CL01;1;amount= 1236
A00014310;V01;Year 0;CL01;1;amount= 818.17
A00050366;V01;Year 0;CL01;1;amount= 299.19
A00021926;V01;Year 0;CL01;1;amount= 106.14
A00012222;V01;Year 0;CL01;1;amount= 106.14
A00060380;V01;Year 0;CL01;1;amount= 598.68
A00005086;V01;Year 0;CL01;1;amount= 824.51
A00019787;V01;Year 0;CL01;1;amount= 345.19
A00056701;V01;Year 0;CL01;1;amount= -147.78
A00047670;V01;Year 0;CL01;1;amount= 619.31
A00063660;V01;Year 0;CL01;1;amount= 618
A00035232;V01;Year 0;CL01;1;amount= 182.51
A00052829;V01;Year 0;CL01;1;amount= 597.58
A00052759;V02;Year 0;CL02;1;amount= 1039.65
A00038917;V01;Year 0;CL01;1;amount= 1476.92
A00053101;V01;Year 0;CL01;1;amount= 1236
A00025772;V01;Year 0;CL01;1;amount= 2683.76
A00080178;V01;Year 0;CL01;1;amount= 241.65
A00026144;V01;Year 0;CL02;1;amount= 1318.51
A00067798;V01;Year 0;CL01;1;amount= 1010.41
A00003775;V01;Year 0;CL01;1;amount= 2558.75
A00036224;V01;Year 0;CL02;1;amount= 468.56
A00017731;V03;Year 0;CL01;1;amount= 1240.89
A00056189;V01;Year 0;CL01;1;amount= 357.66
A00088431;V01;Year 0;CL01;1;amount= 461.29
A00046897;V01;Year 0;CL01;1;amount= 644.98
A00050410;V03;Year 0;CL01;1;amount= 421.94
A00091087;V01;Year 0;CL01;1;amount= 1236
A00062590;V01;Year 0;CL01;1;amount= 130.11
A00080933;V01;Year 0;CL01;1;amount= 870.08
A00012052;V01;Year 0;CL01;1;amount= 2683.76
A00041994;V01;Year 0;CL01;1;amount= 617.34
A00008420;V01;Year 0;CL01;1;amount= 404.02
A00064400;V01;Year 0;CL01;1;amount= 123.99
A00088083;V01;Year 0;CL01;1;amount= 658.72
A00080865;V01;Year 0;CL01;1;amount= 814.84
A00018117;V01;Year 0;CL01;1;amount= 226.44
A00077535;V01;Year 0;CL01;1;amount= 655.5
A00030423;V01;Year 0;CL01;1;amount= 82.32
A00069304;V01;Year 0;CL01;1;amount= 702.17
A00055606;V01;Year 0;CL01;1;amount= 267.92
A00001342;V01;Year 0;CL01;1;amount= -549.11
A00066170;V01;Year 0;CL01;1;amount= -916.28
A00050657;V01;Year 0;CL01;1;amount= 3771.64
A00022214;V01;Year 0;CL01;1;amount= 582.24
A00079629;V02;Year 0;CL01;1;amount= 1236
A00081976;V01;Year 0;CL01;1;amount= -831.91
A00033954;V01;Year 0;CL01;1;amount= 922.43
A00068403;V01;Year 0;CL01;1;amount= 4283.01
A00038663;V01;Year 0;CL01;1;amount= 727.75
A00077567;V02;Year 0;CL01;1;amount= 375.48
A00044816;V01;Year 0;CL01;1;amount= -699.75
A00078040;V01;Year 0;CL01;1;amount= 1157.65
A00090361;V01;Year 0;CL01;1;amount= 309.14
A00061196;V01;Year 0;CL01;1;amount= 56.19
A00071714;V01;Year 0;CL01;1;amount= 770.29
A00036951;V01;Year 0;CL01;1;amount= 1573.66
A00019612;V01;Year 0;CL01;1;amount= 905.53
A00060671;V01;Year 0;CL02;1;amount= 110.98
A00071151;V01;Year 0;CL01;1;amount= 127.92
A00032728;V01;Year 0;CL01;1;amount= 1236
A00025510;V01;Year 0;CL01;1;amount= 447.62
A00029514;V01;Year 0;CL01;1;amount= 2520.05
A00081960;V02;Year 0;CL03;1;amount= 126.97
A00056936;V01;Year 0;CL01;1;amount= 509.65
A00016554;V02;Year 0;CL01;1;amount= 1010.41
A00056875;V01;Year 0;CL01;1;amount= 764.91
A00010065;V01;Year 0;CL01;1;amount= 2335.56
A00071268;V01;Year 0;CL01;1;amount= 418.41
A00004497;V01;Year 0;CL01;1;amount= 1236
A00006209;V01;Year 0;CL01;1;amount= 80.85
A00060504;V01;Year 0;CL01;1;amount= -138.54
A00016595;V01;Year 0;CL01;1;amount= 263.03
A00088010;V01;Year 0;CL01;1;amount= 436.58
A00042803;V01;Year 0;CL01;1;amount= 511.57
A00038615;V01;Year 0;CL01;1;amount= 243.02
A00042391;V01;Year 0;CL01;1;amount= 561.31
A00082907;V01;Year 0;CL01;1;amount= 969.29
A00000506;V01;Year 0;CL01;1;amount= 160.86
A00045064;V01;Year 0;CL01;1;amount= 923.29
A00119550;V01;Year 0;CL01;1;amount= 97
A00057779;V01;Year 0;CL01;1;amount= 1480.02
A00039324;V01;Year 0;CL04;1;amount= 869.77
A00035867;V01;Year 0;CL02;1;amount= 191.9
A00028095;V01;Year 0;CL01;1;amount= 375.98
A00027919;V01;Year 0;CL01;1;amount= 1236
A00048292;V01;Year 0;CL01;1;amount= 2355.48
A00068368;V03;Year 0;CL01;1;amount= 1103.73
A00000827;V01;Year 0;CL01;1;amount= 24.03
A00081408;V01;Year 0;CL01;1;amount= -140.64
A00037307;V01;Year 0;CL01;1;amount= 574.23
A00014865;V01;Year 0;CL01;1;amount= 1010.41
A00043530;V01;Year 0;CL01;1;amount= 1491.38
A00027461;V01;Year 0;CL01;1;amount= 453.39
A00073281;V01;Year 0;CL01;1;amount= 141.51
A00060648;V01;Year 0;CL01;1;amount= 1209.46
A00010059;V01;Year 0;CL01;1;amount= -0.02
A00075923;V01;Year 0;CL01;1;amount= 168.73
A00001751;V02;Year 0;CL01;1;amount= 130.11
A00088865;V01;Year 0;CL02;1;amount= 83.06
A00075288;V03;Year 0;CL01;1;amount= 183.64
A00085057;V01;Year 0;CL01;1;amount= 0
A00075544;V01;Year 0;CL01;1;amount= 2605.46
A00028349;V01;Year 0;CL01;1;amount= 460.17
A00048717;V01;Year 0;CL01;1;amount= 1945.36
A00018260;V01;Year 0;CL01;1;amount= 2035.6
A00054005;V01;Year 0;CL01;1;amount= -913.14
A00033370;V01;Year 0;CL01;1;amount= 516.35
A00079498;V01;Year 0;CL01;1;amount= 397.08
A00082788;V01;Year 0;CL01;1;amount= 6049.11
A00013742;V02;Year 0;CL01;1;amount= 170.87
A00069167;V01;Year 0;CL02;1;amount= 130.11
A00025707;V01;Year 0;CL01;1;amount= 399.65
A00031738;V01;Year 0;CL01;1;amount= 142.12
A00080864;V01;Year 0;CL01;1;amount= 2139.58
A00051467;V01;Year 0;CL01;1;amount= 1442.87
A00014420;V01;Year 0;CL02;1;amount= 1442.87
A00058987;V01;Year 0;CL01;1;amount= 75.88
A00031952;V01;Year 0;CL01;1;amount= 3658.16
A00129243;V01;Year 0;CL01;1;amount= 305.5
A00074829;V01;Year 0;CL01;1;amount= 2160.41
A00028998;V01;Year 0;CL01;1;amount= 1010.41
A00056579;V01;Year 0;CL02;1;amount= 0
A00021527;V01;Year 0;CL01;1;amount= 56.19
A00080241;V01;Year 0;CL01;1;amount= -84.68
A00038354;V01;Year 0;CL01;1;amount= 371.28
A00002969;V01;Year 0;CL01;1;amount= 433.02
A00046408;V01;Year 0;CL01;1;amount= 900.95
A00035179;V01;Year 0;CL01;1;amount= 625.64
A00061709;V01;Year 0;CL01;1;amount= 348.64
A00105297;V01;Year 0;CL01;1;amount= 395.33
A00084868;V01;Year 0;CL01;1;amount= 379.58
A00048557;V02;Year 0;CL01;1;amount= 130
A00018226;V01;Year 0;CL01;1;amount= 130.81
A00002123;V02;Year 0;CL01;1;amount= 969.12
A00049061;V01;Year 0;CL01;1;amount= -900.03
A00029661;V01;Year 0;CL01;1;amount= 992.36
A00087342;V01;Year 0;CL01;1;amount= 0
A00072591;V01;Year 0;CL01;1;amount= 2789.65
A00033000;V01;Year 0;CL01;1;amount= -342.02
A00022364;V01;Year 0;CL01;1;amount= 1306.89
A00006118;V01;Year 0;CL01;1;amount= 3200.17
A00005441;V01;Year 0;CL01;1;amount= 267.51
A00036436;V01;Year 0;CL01;1;amount= 1010.41
A00075033;V01;Year 0;CL01;1;amount= 422.83
A00064851;V01;Year 0;CL01;1;amount= 801.57
A00054429;V01;Year 0;CL01;1;amount= 1626.01
A00076347;V01;Year 0;CL01;1;amount= 274.3
A00054975;V01;Year 0;CL01;1;amount= 148.7
A00074528;V01;Year 0;CL01;1;amount= 106.14
A00068524;V01;Year 0;CL01;1;amount= -279.37
A00017647;V01;Year 0;CL01;1;amount= 271.09
A00010124;V01;Year 0;CL01;1;amount= 325.33
A00030823;V01;Year 0;CL01;1;amount= 1442.87
A00010071;V01;Year 0;CL02;1;amount= 91.47
A00002765;V01;Year 0;CL01;1;amount= 1247.91
A00016584;V01;Year 0;CL01;1;amount= 641.3
A00027970;V01;Year 0;CL01;1;amount= 83.72
A00045419;V01;Year 0;CL01;1;amount= 390.44
A00057657;V01;Year 0;CL01;1;amount= 1010.41
A00105582;V01;Year 0;CL01;1;amount= 2514.38
A00033797;V01;Year 0;CL01;1;amount= 454.13
A00064509;V01;Year 0;CL01;1;amount= 56.19
A00049917;V01;Year 0;CL01;1;amount= 52.51
A00024859;V02;Year 0;CL01;1;amount= -839.11
A00036814;V02;Year 0;CL01;1;amount= 832.08
A00017626;V01;Year 0;CL01;1;amount= 772.19
